Game_Name;game_released;game_rating(max5);game_plattaform;game_genre;game_stores;game_tags_name;game_rating(max10);game_top
DiRT Rally;07/12/2015;378;LINUX;ADVENTURE;['App Store', 'Steam', 'Xbox Store', 'PlayStation Store'];['3D Vision', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Steam Leaderboards', 'Steam Workshop', 'Valve Anti-Cheat enabled', 'Co-op', 'Difficult', 'Driving', 'Family Friendly', 'Fast-Paced', 'First-Person', 'Free to Play', 'Multiplayer', 'Offroad', 'Open World', 'Realistic', 'Singleplayer', 'TrackIR', 'VR', 'cooperative', 'steam-trading-cards'];7,56;false
Dragon Age: Origins;03/11/2009;436;ANDROID;PLATFORMER;['Xbox 360 Store', 'Steam', 'PlayStation Store'];['Atmospheric', 'Character Customization', 'Choices Matter', 'Dark Fantasy', 'Dragons', 'Fantasy', 'Female Protagonist', 'Loot', 'Multiple Endings', 'Open World', 'Party-Based RPG', 'Real-Time with Pause', 'Romance', 'RPG', 'Singleplayer', 'Story Rich', 'Tactical', 'Third Person'];8,72;true
Call of Duty: Black Ops III;05/11/2015;322;SEGA_SATURN;FIGHTING;['Xbox 360 Store', 'Xbox Store', 'Steam', 'PlayStation Store'];['Full controller support', 'Steam Achievements', 'Steam Leaderboards', 'Atmospheric', 'Steam Workshop', 'Valve Anti-Cheat enabled', 'Co-op', 'First-Person', 'FPS', 'Futuristic', 'Gore', 'Great Soundtrack', 'Illuminati', 'Multiplayer', 'Open World', 'Parkour', 'Quick-Time Events', 'Robots', 'Sci-fi', 'Singleplayer', 'Story Rich', 'Zombies', 'cooperative', 'battle', 'steam-trading-cards'];6,44;false
Guacamelee! Super Turbo Championship Edition;01/07/2014;362;NINTENDO_SWITCH;CREPPY;['Xbox Store', 'PlayStation Store', 'Nintendo Store', 'GOG', 'Xbox 360 Store', 'Steam'];"['2D', 'Full controller support', '4 Player Local', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Steam Workshop', ""Beat 'em up"", 'Colorful', 'Comedy', 'Co-op', 'Funny', 'Great Soundtrack', 'Local Co-Op', 'Local Multiplayer', 'Memes', 'Metroidvania', 'Side Scroller', 'Singleplayer', 'Split Screen', 'cooperative', 'steam-trading-cards']";7,24;false
Deus Ex: Human Revolution;22/08/2011;432;GAME_BOY_COLOR;FAMILY;['Xbox 360 Store', 'PlayStation Store'];['Cyberpunk', 'Stealth'];8,64;true
Cities: Skylines;10/03/2015;418;PSP;SHOOTER;['Nintendo Store', 'Xbox Store', 'PlayStation Store', 'Steam'];['Includes level editor', 'Partial Controller Support', 'Steam Achievements', 'Steam Cloud', 'Steam Workshop', 'Building', 'City Builder', 'Economy', 'Family Friendly', 'Funny', 'Great Soundtrack', 'Management', 'Mod', 'Moddable', 'Modern', 'Realistic', 'Real-Time with Pause', 'Replay Value', 'Resource Management', 'Sandbox', 'Singleplayer', 'steam-trading-cards'];8,36;true
Unturned;07/07/2014;268;WII_U;PLATFORMER;['Steam'];['In-App Purchases', 'Includes level editor', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Steam Workshop', 'Valve Anti-Cheat enabled', 'Co-op', 'Crafting', 'Early Access', 'First-Person', 'FPS', 'Free to Play', 'Horror', 'Multiplayer', 'Online Co-Op', 'Open World', 'Post-apocalyptic', 'Sandbox', 'Singleplayer', 'Survival', 'VR', 'Zombies', 'Online multiplayer', 'cooperative', 'steam-trading-cards', 'stats'];5,36;false
The Last Of Us;14/06/2013;458;XBOX;ACTION;['PlayStation Store'];['exclusive'];9,16;true
DmC: Devil May Cry;15/01/2013;402;XBOX_360;SPORTS;['PlayStation Store', 'Steam'];"['Full controller support', 'Anime', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Steam Leaderboards', ""Beat 'em up"", 'Character Action Game', 'Comedy', 'Controller', 'Demons', 'Fantasy', 'Fast-Paced', 'Gore', 'Great Soundtrack', 'Hack and Slash', 'Singleplayer', 'Spectacle fighter', 'Story Rich', 'Stylized', 'Third Person', 'steam-trading-cards']";8,04;true
Sniper Elite V2;01/05/2012;336;LINUX;STRATEGY;['Xbox 360 Store', 'Nintendo Store', 'Steam', 'PlayStation Store'];['Partial Controller Support', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Bullet Time', 'Co-op', 'FPS', 'Gore', 'Historical', 'Multiplayer', 'Online Co-Op', 'Singleplayer', 'Sniper', 'Stealth', 'Tactical', 'Third Person', 'Third-Person Shooter', 'War', 'World War II', 'cooperative', 'steam-trading-cards', 'european'];6,72;false
Grand Theft Auto III;22/10/2001;418;XBOX;ADVENTURE;['PlayStation Store', 'App Store', 'Google Play', 'Steam'];['Partial Controller Support', 'Atmospheric', 'Classic', 'Crime', 'Driving', 'Great Soundtrack', 'Mature', 'Moddable', 'Multiplayer', 'Open World', 'Sandbox', 'Satire', 'Silent Protagonist', 'Singleplayer', 'Story Rich', 'Third Person', 'Third-Person Shooter', 'Violent'];8,36;true
FTL: Faster Than Light;14/09/2012;428;PC;FIGHTING;['Epic Games', 'App Store', 'GOG', 'Steam'];['2D', 'Atmospheric', 'Difficult', 'Great Soundtrack', 'Perma Death', 'Pixel Graphics', 'Real-Time with Pause', 'Replay Value', 'RPG', 'Sci-fi', 'Singleplayer', 'Space', 'Survival', 'Roguelike', 'Roguelite', 'steam-trading-cards'];8,56;true
Call of Duty: Black Ops;08/11/2010;40;LINUX;MASSIVELY_MULTIPLAYER;['Xbox 360 Store', 'Nintendo Store', 'Steam', 'Xbox Store', 'App Store'];['Partial Controller Support', 'Steam Achievements', 'Valve Anti-Cheat enabled', 'Cold War', 'Controller', 'Co-op', 'First-Person', 'FPS', 'Gore', 'Horror', 'Linear', 'Military', 'Multiplayer', 'Online Co-Op', 'Point & Click', 'Singleplayer', 'Story Rich', 'War', 'Zombies', 'cooperative'];0,8;false
South Park: The Stick of Truth;04/03/2014;421;SEGA_MASTER_SYSTEM;INDIE;['Nintendo Store', 'Xbox 360 Store', 'Xbox Store', 'Steam', 'PlayStation Store'];['2D', 'Full controller support', 'Steam Achievements', 'Cartoon', 'Comedy', 'Dark Humor', 'Fantasy', 'Funny', 'JRPG', 'Mature', 'Nudity', 'Open World', 'RPG', 'Satire', 'Short', 'Singleplayer', 'Story Rich', 'Turn-Based', 'Turn-Based Strategy', 'Zombies', 'role-playing'];8,42;true
SOMA;21/09/2015;412;LINUX;ARCADE;['Epic Games', 'Xbox Store', 'GOG', 'Steam', 'PlayStation Store'];['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Steam Workshop', 'First-Person', 'Gore', 'Great Soundtrack', 'Horror', 'Moddable', 'Robots', 'Sci-fi', 'Singleplayer', 'Stealth', 'Story Rich', 'Survival', 'Survival Horror', 'Underwater', 'Walking Simulator', 'steam-trading-cards'];8,24;true
Grim Fandango Remastered;26/01/2015;399;NINTENDO_DSI;BOARD_GAMES;['App Store', 'Google Play', 'itch.io', 'GOG', 'Steam', 'Nintendo Store', 'PlayStation Store'];"[""1990's"", 'Commentary available', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Classic', 'Comedy', 'Cult Classic', 'Dark Humor', 'Funny', 'Great Soundtrack', 'Noir', 'Open World', 'Point & Click', 'Remake', 'Retro', 'Singleplayer', 'Story Rich', 'Third Person', '3D', 'steam-trading-cards']";7,98;false
Don't Starve;22/04/2013;391;NINTENDO_DSI;FAMILY;['Steam', 'GOG'];['2D', 'Full controller support', 'Steam Cloud', 'Steam Workshop', 'Crafting', 'Difficult', 'Exploration', 'Horror', 'Moddable', 'Multiplayer', 'Open World', 'Perma Death', 'Replay Value', 'Sandbox', 'Singleplayer', 'Survival', 'Survival Horror', 'Top-Down', 'controller support', 'Roguelike', 'steam-trading-cards'];7,82;false
Castle Crashers;27/08/2008;389;APPLE_II;MASSIVELY_MULTIPLAYER;['PlayStation Store', 'Xbox 360 Store', 'Steam'];"['Cross-Platform Multiplayer', '2D', 'Full controller support', 'Action RPG', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', ""Beat 'em up"", 'Comedy', 'Controller', 'Co-op', 'Fantasy', 'Funny', 'Great Soundtrack', 'Hack and Slash', 'Local Co-Op', 'Local Multiplayer', 'Multiplayer', 'Online Co-Op', 'RPG', 'Side Scroller', 'Singleplayer', 'Split Screen', 'Online multiplayer', 'cooperative', 'steam-trading-cards']";7,78;false
Torchlight II;20/09/2012;39;NINTENDO_64;PLATFORMER;['Nintendo Store', 'Xbox Store', 'PlayStation Store', 'GOG', 'Steam'];['Cross-Platform Multiplayer', 'Action RPG', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Steam Workshop', 'Cartoon', 'Character Customization', 'Co-op', 'Dungeon Crawler', 'Fantasy', 'Hack and Slash', 'Isometric', 'Loot', 'Moddable', 'Multiplayer', 'Online Co-Op', 'Replay Value', 'RPG', 'Singleplayer', 'Steampunk', 'overlay', 'cooperative', 'role-playing', 'steam-trading-cards'];0,78;false
Quake Champions;22/08/2017;327;PC;SIMULATION;['Steam'];['Arena Shooter', 'Steam Achievements', 'Difficult', 'Early Access', 'e-sports', 'Fast-Paced', 'First-Person', 'FPS', 'Free to Play', 'Gore', 'Horror', 'Multiplayer', 'Violent', 'Online multiplayer', 'exclusive', 'true exclusive'];6,54;false
Undertale;14/09/2015;433;PLAYSTATION_4;PUZZLE;['PlayStation Store', 'GOG', 'Steam', 'Nintendo Store'];['2D', 'Bullet Hell', 'Choices Matter', 'Comedy', 'Cute', 'Dark', 'Dating Sim', 'Funny', 'Great Soundtrack', 'Horror', 'Memes', 'Multiple Endings', 'Pixel Graphics', 'Replay Value', 'Retro', 'RPG', 'Singleplayer', 'Story Rich', 'overlay', 'cloud saves', 'role-playing', 'steam-trading-cards'];8,66;true
PAYDAY The Heist;18/10/2011;33;XBOX_360;STRATEGY;['PlayStation Store', 'Steam'];['Steam Achievements', 'Steam Cloud', 'Co-op', 'Crime', 'Difficult', 'First-Person', 'FPS', 'Great Soundtrack', 'Heist', 'Multiplayer', 'Online Co-Op', 'RPG', 'Singleplayer', 'Stealth', 'Tactical', 'Team-Based', 'cooperative', 'steam-trading-cards', 'stats'];0,66;false
Alan Wake's American Nightmare;22/02/2012;343;GAME_BOY_COLOR;ARCADE;['Epic Games', 'Xbox 360 Store', 'Steam', 'GOG'];['Full controller support', 'Atmospheric', 'Cinematic', 'Controller', 'Detective', 'Horror', 'Mystery', 'Short', 'Singleplayer', 'Story Rich', 'Supernatural', 'Survival', 'Survival Horror', 'Third Person', 'Third-Person Shooter', 'Thriller', 'controller support'];6,86;false
inFAMOUS Second Son;21/03/2014;39;PLAYSTATION;CASUAL;['PlayStation Store'];['exclusive', 'true exclusive'];0,78;false
Dead Space 2;25/01/2011;432;NINTENDO_DS;FIGHTING;['PlayStation Store', 'Xbox 360 Store', 'Steam'];['3D Vision', 'Aliens', 'Partial Controller Support', 'Atmospheric', 'Blood', 'Co-op', 'Futuristic', 'Gore', 'Horror', 'Multiplayer', 'Sci-fi', 'Singleplayer', 'Space', 'Story Rich', 'Survival', 'Survival Horror', 'Third Person', 'Third-Person Shooter', 'cooperative'];8,64;true
Dark Souls: Prepare To Die Edition;23/08/2012;433;WII_U;CASUAL;['Steam'];['Action RPG', 'Partial Controller Support', 'Steam Achievements', 'Atmospheric', 'Character Customization', 'Dark', 'Dark Fantasy', 'Difficult', 'Exploration', 'Fantasy', 'Great Soundtrack', 'Lore-Rich', 'Medieval', 'Multiplayer', 'Open World', 'Replay Value', 'RPG', 'Singleplayer', 'Story Rich', 'Third Person'];8,66;true
Thief;25/02/2014;318;NINTENDO_SWITCH;ADVENTURE;['Xbox 360 Store', 'PlayStation Store', 'Steam', 'Xbox Store'];['Full controller support', '3D Vision', 'Steam Achievements', 'Assassin', 'Steam Cloud', 'Steam Leaderboards', 'Atmospheric', 'Dark', 'Fantasy', 'First-Person', 'FPS', 'Heist', 'Horror', 'Medieval', 'Nudity', 'Open World', 'Parkour', 'RPG', 'Singleplayer', 'Stealth', 'Steampunk', 'steam-trading-cards'];6,36;false
Half-Life: Opposing Force;01/11/1999;382;GAMECUBE;ADVENTURE;['Steam'];"[""1990's"", 'Aliens', 'Atmospheric', 'Valve Anti-Cheat enabled', 'Classic', 'Co-op', 'First-Person', 'FPS', 'Great Soundtrack', 'Military', 'Multiplayer', 'Sci-fi', 'Silent Protagonist', 'Singleplayer', 'Story Rich', 'cooperative']";7,64;false
Half-Life: Blue Shift;01/06/2001;373;NINTENDO_DS;FIGHTING;['Steam'];"[""1990's"", 'Aliens', 'Atmospheric', 'Classic', 'First-Person', 'FPS', 'Sci-fi', 'Short', 'Silent Protagonist', 'Singleplayer', 'Story Rich', 'Zombies']";7,46;false
Batman: Arkham City;18/10/2011;44;WII_U;SIMULATION;['PlayStation Store', 'Xbox 360 Store'];['Flight', 'Horror', 'Soundtrack', 'Story', 'prison', 'Skeletons', 'city'];0,88;false
STAR WARS - Knights of the Old Republic;15/07/2003;435;XBOX_ONE;MASSIVELY_MULTIPLAYER;['Xbox Store', 'App Store', 'Google Play', 'Xbox 360 Store', 'GOG', 'Steam'];['Steam Cloud', 'Atmospheric', 'Choices Matter', 'Classic', 'Exploration', 'Fantasy', 'Female Protagonist', 'Great Soundtrack', 'Moddable', 'Party-Based RPG', 'Real-Time with Pause', 'RPG', 'Sci-fi', 'Space', 'Star Wars', 'Story Rich', 'Third Person', 'Turn-Based', 'Single player only', 'role-playing'];8,7;true
Tom Clancy's Rainbow Six Siege;01/12/2015;405;PLAYSTATION;ACTION;['Epic Games', 'Steam', 'PlayStation Store', 'Xbox Store'];['Partial Controller Support', 'Atmospheric', 'Competitive', 'Co-op', 'Destruction', 'Female Protagonist', 'First-Person', 'FPS', 'Multiplayer', 'Online Co-Op', 'Physics', 'Realistic', 'Singleplayer', 'Tactical', 'Team-Based', 'steam-trading-cards'];8,1;true
Company of Heroes;11/09/2006;356;PLAYSTATION_3;RACING;['Steam'];['Steam Cloud', 'Base Building', 'Steam Workshop', 'Classic', 'Co-op', 'First-Person', 'FPS', 'Historical', 'Military', 'Moddable', 'Multiplayer', 'Real-Time', 'Real-Time with Pause', 'RTS', 'Singleplayer', 'Tactical', 'Tanks', 'Team-Based', 'Violent', 'War', 'World War II', 'cooperative', 'steam-trading-cards'];7,12;false
Broforce;15/10/2015;397;NINTENDO_SWITCH;INDIE;['GOG', 'Steam', 'PlayStation Store', 'Nintendo Store'];['2D', 'Full controller support', 'Includes level editor', 'America', 'Comedy', 'Co-op', 'Funny', 'Gore', 'Local Co-Op', 'Local Multiplayer', 'Multiplayer', 'Pixel Graphics', 'Retro', 'Side Scroller', 'Singleplayer', 'Split Screen', 'controller support', 'cooperative'];7,94;false
Assassin's Creed Origins;27/10/2017;404;PLAYSTATION_3;MASSIVELY_MULTIPLAYER;['Xbox Store', 'PlayStation Store', 'Steam'];[];8,08;true
Battlefield 1;21/10/2016;379;PC;ARCADE;['Xbox Store', 'PlayStation Store'];['Military', 'Multiplayer', 'Singleplayer', 'War', 'Story', 'Classes', 'battle', 'history', 'tank', 'ww1'];7,58;false
Mafia III;06/10/2016;309;PLAYSTATION_3;MASSIVELY_MULTIPLAYER;['PlayStation Store', 'App Store', 'GOG', 'Steam', 'Xbox Store'];['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Classic', 'Crime', 'FPS', 'Gore', 'Great Soundtrack', 'Mature', 'Multiplayer', 'Nudity', 'Open World', 'Sandbox', 'Singleplayer', 'Stealth', 'Story Rich', 'Third Person', 'Third-Person Shooter', 'Violent', 'steam-trading-cards'];6,18;false
Injustice: Gods Among Us Ultimate Edition;12/11/2013;36;PLAYSTATION_4;INDIE;['PlayStation Store', 'Steam'];"['2.5D', '2D', '2D Fighter', 'Full controller support', '3D Vision', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Atmospheric', 'Batman', ""Beat 'em up"", 'Comic Book', 'Competitive', 'Controller', 'Gore', 'Great Soundtrack', 'Local Multiplayer', 'Multiplayer', 'Singleplayer', 'Story Rich', 'Superhero', 'steam-trading-cards']";0,72;false
Fallout 3;28/10/2008;406;SNES;ARCADE;['PlayStation Store', 'Xbox 360 Store', 'Steam'];['Action RPG', 'Partial Controller Support', 'Atmospheric', 'Character Customization', 'Exploration', 'Female Protagonist', 'First-Person', 'FPS', 'Horror', 'Moddable', 'Open World', 'Post-apocalyptic', 'RPG', 'Sandbox', 'Sci-fi', 'Singleplayer', 'Story Rich', 'Third Person'];8,12;true
Warhammer 40,000: Space Marine;05/09/2011;338;ANDROID;CREPPY;['Xbox 360 Store', 'Steam'];['Full controller support', 'Steam Achievements', 'Steam Leaderboards', 'Atmospheric', 'Controller', 'Co-op', 'Dystopian', 'Futuristic', 'Games Workshop', 'Gore', 'Great Soundtrack', 'Hack and Slash', 'Multiplayer', 'Online Co-Op', 'Sci-fi', 'Singleplayer', 'Story Rich', 'Third Person', 'Third-Person Shooter', 'Warhammer 40K', 'cooperative'];6,76;false
Far Cry 4;18/11/2014;382;NINTENDO_DSI;SPORTS;['Xbox 360 Store', 'Steam', 'Xbox Store', 'PlayStation Store'];['Action RPG', 'Partial Controller Support', 'Atmospheric', 'Co-op', 'Crafting', 'Exploration', 'First-Person', 'FPS', 'Hunting', 'Multiplayer', 'Online Co-Op', 'Open World', 'RPG', 'Sandbox', 'Singleplayer', 'Stealth', 'Story Rich', 'Survival', 'cooperative'];7,64;false
Papers, Please;08/08/2013;429;SEGA_MASTER_SYSTEM;ACTION;['App Store', 'PlayStation Store', 'Steam', 'GOG'];['2D', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Atmospheric', 'Difficult', 'Dystopian', 'Great Soundtrack', 'Multiple Endings', 'Pixel Graphics', 'Point & Click', 'Political', 'Replay Value', 'Retro', 'Singleplayer', 'Story Rich', 'Surreal', 'steam-trading-cards', 'stats'];8,58;true
Wolfenstein 2: The New Colossus;27/10/2017;411;NINTENDO_64;PUZZLE;['PlayStation Store', 'Nintendo Store', 'Xbox Store', 'Steam'];['Alternate History', 'Atmospheric', 'Comedy', 'Dystopian', 'First-Person', 'FPS', 'Gore', 'Great Soundtrack', 'Heist', 'Horror', 'Illuminati', 'Steam-Errungenschaften', 'Volle ControllerunterstÃ¼tzung', 'Einzelspieler', 'Nudity', 'Open World', 'Sci-fi', 'Singleplayer', 'Stealth', 'Story Rich', 'Violent', 'World War II'];8,22;true
Alien: Isolation;06/10/2014;421;IOS;ADVENTURE;['Xbox Store', 'Xbox 360 Store', 'PlayStation Store', 'Steam'];['Full controller support', 'Aliens', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Difficult', 'Female Protagonist', 'First-Person', 'FPS', 'Gore', 'Great Soundtrack', 'Horror', 'Sci-fi', 'Singleplayer', 'Space', 'Stealth', 'Survival', 'Survival Horror', 'VR'];8,42;true
Sleeping Dogs;14/08/2012;402;PLAYSTATION_2;PLATFORMER;['Xbox 360 Store', 'Steam'];['Full controller support', 'Steam Achievements', 'Atmospheric', 'Crime', 'Driving', 'Great Soundtrack', 'Martial Arts', 'Multiplayer', 'Open World', 'Parkour', 'RPG', 'Sandbox', 'Singleplayer', 'Story Rich', 'Third Person', 'Third-Person Shooter', 'Violent', 'steam-trading-cards'];8,04;true
Oddworld: Abe's Oddysee;31/08/1997;351;SEGA_CD;CASUAL;['Steam', 'PlayStation Store', 'GOG'];['2D', 'Atmospheric', 'Cinematic', 'Classic', 'Comedy', 'Cult Classic', 'Dark', 'Difficult', 'Fantasy', 'Funny', 'Multiplayer', 'Puzzle-Platformer', 'Retro', 'Singleplayer', 'controller support', 'steam-trading-cards'];7,02;false
Far Cry 5;27/03/2018;37;MACOS;BOARD_GAMES;['Xbox Store', 'PlayStation Store', 'Steam'];['Captions available', 'Includes level editor', 'America', 'Partial Controller Support', 'Atmospheric', 'Character Customization', 'Co-op', 'Exploration', 'Female Protagonist', 'First-Person', 'FPS', 'Hunting', 'Illuminati', 'Memes', 'Multiplayer', 'Open World', 'Singleplayer', 'Stealth', 'Story Rich', 'Survival', 'cooperative', 'steam-trading-cards', 'microtransactions'];0,74;false
War Thunder;15/08/2013;327;NINTENDO_64;ARCADE;['Xbox Store', 'PlayStation Store', 'Steam'];['Cross-Platform Multiplayer', 'In-App Purchases', 'Partial Controller Support', 'Steam Achievements', 'Co-op', 'Flight', 'FPS', 'Free to Play', 'Historical', 'Military', 'Multiplayer', 'Open World', 'Realistic', 'Singleplayer', 'Tanks', 'Team-Based', 'TrackIR', 'War', 'World War II', 'cooperative', 'mmo'];6,54;false
Titanfall 2;28/10/2016;432;ANDROID;PUZZLE;['Xbox Store', 'PlayStation Store'];['Action-Adventure', 'Atmospheric', 'Cinematic', 'Exploration', 'First-Person', 'Mechs', 'Multiplayer', 'Parkour', 'Robots', 'Singleplayer', 'grappling-hook'];8,64;true
A Story About My Uncle;27/05/2014;309;XBOX_360;CREPPY;['GOG', 'Steam'];['3D Platformer', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Difficult', 'Family Friendly', 'Fantasy', 'First-Person', 'Great Soundtrack', 'Horror', 'Narration', 'Open World', 'Parkour', 'Sci-fi', 'Short', 'Singleplayer', 'Story Rich', 'controller support', 'steam-trading-cards'];6,18;false
Mark of the Ninja;07/09/2012;401;ANDROID;STRATEGY;['Xbox 360 Store', 'GOG', 'Steam'];['2D', 'Full controller support', 'Steam Achievements', 'Assassin', 'Steam Cloud', 'Steam Leaderboards', 'Atmospheric', 'Cartoon', 'Controller', 'Dark', 'Ninja', 'Replay Value', 'Short', 'Side Scroller', 'Singleplayer', 'Stealth', 'Story Rich', 'controller support', 'steam-trading-cards'];8,02;true
XCOM 2;04/02/2016;413;SEGA_MASTER_SYSTEM;PUZZLE;['GOG', 'Xbox Store', 'App Store', 'Steam', 'PlayStation Store'];['Cross-Platform Multiplayer', 'Aliens', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Steam Workshop', 'Character Customization', 'Co-op', 'Difficult', 'Futuristic', 'Great Soundtrack', 'Horror', 'Moddable', 'Multiplayer', 'Perma Death', 'RPG', 'Sci-fi', 'Singleplayer', 'Tactical', 'Turn-Based', 'Turn-Based Strategy', 'Turn-Based Tactics', 'cooperative', 'steam-trading-cards'];8,26;true
Darksiders II;14/08/2012;374;MACOS;STRATEGY;['Xbox 360 Store', 'Nintendo Store', 'PlayStation Store'];['Soundtrack', 'War', 'character', 'battle', 'death', 'apocalypse', 'quest', 'combat'];7,48;false
Death Stranding;08/11/2019;445;GAME_BOY;RACING;['Steam', 'Epic Games', 'PlayStation Store'];['Action-Adventure', 'Aliens', 'Partial Controller Support', 'Steam Achievements', 'Atmospheric', 'Cinematic', 'Drama', 'Exploration', 'Great Soundtrack', 'Heist', 'Horror', 'Memes', 'Nudity', 'Open World', 'Post-apocalyptic', 'Sci-fi', 'Singleplayer', 'Stealth', 'Story Rich', 'Survival', 'Third Person', 'Walking Simulator', '3rd-Person Perspective', 'Masterpiece', 'exclusive'];8,9;true
Red Orchestra 2: Heroes of Stalingrad with Rising Storm;13/09/2011;335;GAME_BOY_COLOR;RPG;['Steam'];['Includes level editor', 'Steam Achievements', 'Atmospheric', 'Steam Workshop', 'Valve Anti-Cheat enabled', 'Co-op', 'Difficult', 'First-Person', 'FPS', 'Gore', 'Historical', 'Military', 'Multiplayer', 'Realistic', 'Singleplayer', 'Tactical', 'Tanks', 'Team-Based', 'War', 'World War II', 'cooperative', 'steam-trading-cards', 'stats'];6,7;false
Sid Meier's Civilization III Complete;29/10/2001;378;GAME_BOY;STRATEGY;['GOG', 'Steam'];['Includes level editor', '4X', 'Classic', 'Exploration', 'Grand Strategy', 'Historical', 'Military', 'Multiplayer', 'Replay Value', 'Singleplayer', 'Turn-Based', 'Turn-Based Strategy'];7,56;false
The Walking Dead: Season 2;16/12/2013;393;LINUX;FIGHTING;['PlayStation Store', 'Epic Games', 'Xbox Store', 'Google Play', 'Xbox 360 Store', 'GOG', 'Steam', 'App Store'];['Full controller support', 'Steam Achievements', 'Atmospheric', 'Choices Matter', 'Choose Your Own Adventure', 'Cinematic', 'Comic Book', 'Drama', 'Episodic', 'Female Protagonist', 'Gore', 'Horror', 'Mature', 'Point & Click', 'Post-apocalyptic', 'Quick-Time Events', 'Singleplayer', 'Story Rich', 'Survival', 'Zombies', 'achievements'];7,86;false
Call of Duty: Modern Warfare 3;07/11/2011;367;PC;ADVENTURE;['App Store', 'PlayStation Store', 'Xbox 360 Store', 'Xbox Store', 'Nintendo Store', 'Steam'];['Steam Achievements', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Controller', 'Co-op', 'First-Person', 'FPS', 'Linear', 'Military', 'Multiplayer', 'Online Co-Op', 'Point & Click', 'Singleplayer', 'Survival', 'War', 'Zombies', 'cooperative'];7,34;false
Guns of Icarus Online;30/09/2012;263;NINTENDO_SWITCH;FAMILY;['Steam'];['Partial Controller Support', 'Steam Achievements', 'Steam Workshop', 'Class-Based', 'Competitive', 'Co-op', 'First-Person', 'Flight', 'FPS', 'Kickstarter', 'Multiplayer', 'Online Co-Op', 'PvP', 'Steampunk', 'Tactical', 'Team-Based', 'cooperative', 'steam-trading-cards', 'stats'];5,26;false
Until Dawn;25/08/2015;409;LINUX;EDUCATIONAL;['PlayStation Store'];['exclusive'];8,18;true
Goat Simulator;01/04/2014;317;NINTENDO_DSI;EDUCATIONAL;['Nintendo Store', 'App Store', 'Google Play', 'Xbox 360 Store', 'Steam', 'Xbox Store', 'PlayStation Store'];['Full controller support', 'Includes level editor', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Steam Workshop', 'Comedy', 'Co-op', 'Destruction', 'Exploration', 'Family Friendly', 'Funny', 'Local Co-Op', 'Local Multiplayer', 'Memes', 'MMORPG', 'Moddable', 'Open World', 'Physics', 'Sandbox', 'Singleplayer', 'Split Screen', 'Third Person', 'steam-trading-cards'];6,34;false
Sanctum 2;15/05/2013;305;JAGUAR;BOARD_GAMES;['PlayStation Store', 'Xbox 360 Store', 'Steam'];['Full controller support', 'Aliens', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Co-op', 'Female Protagonist', 'First-Person', 'FPS', 'Funny', 'Futuristic', 'Great Soundtrack', 'Multiplayer', 'Online Co-Op', 'RPG', 'Sci-fi', 'Singleplayer', 'Survival', 'Tower Defense', 'cooperative', 'steam-trading-cards'];6,1;false
Game of Thrones - A Telltale Games Series;02/12/2014;312;WEB;PUZZLE;['App Store', 'Google Play', 'Steam', 'Xbox Store', 'Xbox 360 Store', 'GOG'];['Full controller support', 'Steam Achievements', 'Atmospheric', 'Based On A Novel', 'Choices Matter', 'Choose Your Own Adventure', 'Controller', 'Dragons', 'Episodic', 'Fantasy', 'Female Protagonist', 'Gore', 'Interactive Fiction', 'Mature', 'Medieval', 'Nudity', 'Open World', 'Point & Click', 'Singleplayer', 'Story Rich', 'Third Person', 'War', 'achievements', 'controller support'];6,24;false
Age of Wonders III;31/03/2014;30;PLAYSTATION_4;SPORTS;['GOG', 'Steam'];['Cross-Platform Multiplayer', 'Includes level editor', '4X', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Steam Workshop', 'Classic', 'Co-op', 'Fantasy', 'Female Protagonist', 'Grand Strategy', 'Great Soundtrack', 'Hex Grid', 'Moddable', 'Multiplayer', 'RPG', 'Singleplayer', 'Split Screen', 'Tactical', 'Turn-Based', 'Turn-Based Strategy', 'cooperative', 'steam-trading-cards'];0,6;false
